,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,DESCRICAO,DESCRICAO HISTORICO,CODIGO CENSUP,CODIGO EMEC,CODIGO SISTEC,CODIGO EDUCACENSO,ANO LETIVO,PERIODO LETIVO,DATA INICIO,DATA FIM,ATIVO,POSSUI ALUNO CURSANDO,CODIGO,NATUREZA PARTICIPACAO,MODALIDADE,AREA,EIXO,AREA CAPES,PERIODICIDADE,EXIGE ENADE,EXIGE COLACAO GRAU,EMITE DIPLAMA,AREA CONCENTRACAO,PROGRAMA,DIRETORIA,COORDENADOR,NUMERO PORTARIA COORDENADOR,TITULO CERTIFICADO MASCULINO,TITULO CERTIFICADO FEMININO,INCONSISTENCIAS
2500,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 5,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 5,-,-,-,-,2024,1,20/08/2024,-,Sim,Não,RCL011,EaD,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/RCL (CEX),Eduardo Antonio Modena (278591),-,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 5,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 5,
2501,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 3,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 3,-,-,-,-,2024,1,20/08/2024,-,Sim,Não,RCL012,EaD,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/RCL (CEX),Eduardo Antonio Modena (278591),-,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 3,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 3,
2502,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 6,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 6,-,-,-,-,2024,1,20/08/2024,-,Sim,Não,RCL013,EaD,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/RCL (CEX),Eduardo Antonio Modena (278591),-,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 6,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 6,
2503,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 7,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 7,-,-,-,-,2024,1,20/08/2024,-,Sim,Não,RCL014,EaD,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/RCL (CEX),Eduardo Antonio Modena (278591),-,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 7,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 7,
2504,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 8,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 8,-,-,-,-,2024,1,20/08/2024,-,Sim,Não,RCL015,EaD,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/RCL (CEX),Eduardo Antonio Modena (278591),-,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 8,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 8,
2505,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 9,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 9,-,-,-,-,2024,1,20/08/2024,-,Sim,Não,RCL016,EaD,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/RCL (CEX),Eduardo Antonio Modena (278591),-,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 9,e-TEC Idiomas sem Fronteiras - Espanhol - Caderno 9,
2506,Curso Básico de Eletricista Instalador,Curso Básico de Eletricista Instalador,-,-,-,-,2024,1,06/08/2024,-,Sim,Não,ARQ032,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/ARQ (CEX),Keller Batista de Souza (2336735),-,Curso Básico de Eletricista Instalador,Curso Básico de Eletricista Instalador,
2507,Voleibol - Fundamentos,Voleibol - Fundamentos,-,-,-,-,2024,1,04/07/2024,-,Sim,Sim,SRQ045,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/SRQ (CEX),Ana Carolina Macena Francini (2274078),-,Voleibol - Fundamentos,Voleibol - Fundamentos,
2509,Promotoras Legais Populares - PLP,Promotoras Legais Populares - PLP,-,-,-,-,2024,2,01/06/2024,-,Sim,Sim,ITQ059,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/ITQ (CEX),Gabriela Peters Goncalves Levy (2314531),-,Promotoras Legais Populares - PLP,Promotoras Legais Populares - PLP,
2510,Curso Cabeamento Estruturado para LANs,Curso Cabeamento Estruturado para LANs,-,-,-,-,2024,2,05/08/2024,-,Sim,Não,ARQ033,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/ARQ (CEX),Keller Batista de Souza (2336735),-,Curso Cabeamento Estruturado para LANs,Curso Cabeamento Estruturado para LANs,
2511,Economia Solidária,Economia Solidária,-,-,-,-,2024,1,15/03/2024,-,Sim,Não,JCR018,Presencial,FIC,-,Gestão e Negócios,-,3,Não,Não,Sim,-,-,DRG/JCR (CEX),Roger Dantas do Prado (2116040),-,Economia Solidária,Economia Solidária,
2512,Língua Brasileira de Sinais (Libras) Básico - Módulo II,Língua Brasileira de Sinais (Libras) Básico - Módulo II,-,-,-,-,2024,2,30/07/2024,-,Sim,Não,PRU003,Presencial,FIC,-,Educação,-,3,Não,Não,Sim,-,-,DRG/PRU (CEX),Rosana Abbud Olivete (1959255),-,Língua Brasileira de Sinais (Libras) Básico - Módulo II,Língua Brasileira de Sinais (Libras) Básico - Módulo II,
2513,Finanças e Investimentos,Finanças e Investimentos,-,-,-,-,2024,1,13/07/2024,-,Sim,Sim,CPV092,EaD,FIC,-,Gestão e Negócios,-,3,Não,Não,Sim,-,-,DRG/CPV (CEX),Gustavo Baptistella Leite da Silva (2105688),-,Finanças e Investimentos,Finanças e Investimentos,
2514,Educação Tecnológica e produção de Sequências Didáticas,Educação Tecnológica e produção de Sequências Didáticas,-,-,-,-,2024,2,19/08/2024,-,Sim,Não,PEP024,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/PEP (CEX),Lucas Onofre (1222935),-,Educação Tecnológica e produção de Sequências Didáticas,Educação Tecnológica e produção de Sequências Didáticas,
2515,Gestora de Microempresas,Gestora de Microempresas,-,-,-,-,2024,1,09/05/2024,-,Sim,Sim,SZN034,Presencial,FIC,-,Gestão e Negócios,-,3,Não,Não,Sim,-,-,DRG/SZN (CEX),Raimundo Nonato Pereira da Silva (1176145),-,Gestora de Microempresas,Gestora de Microempresas,
2517,Coensino: possibilidades de trabalho e papéis dos docentes na comunidade escolar,Coensino: possibilidades de trabalho e papéis dos docentes na comunidade escolar,-,-,-,-,2024,2,05/08/2024,-,Sim,Não,SOR045,EaD,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/SOR (CEX),Andressa Rodrigues (3161560),-,Coensino: possibilidades de trabalho e papéis dos docentes na comunidade escolar,Coensino: possibilidades de trabalho e papéis dos docentes na comunidade escolar,
2518,Excel para análise de circuitos elétricos - EaD,Excel para análise de circuitos elétricos - EaD,-,-,-,-,2024,2,05/08/2024,-,Sim,Não,SOR046,EaD,FIC,-,Produção Industrial,-,3,Não,Não,Sim,-,-,DRG/SOR (CEX),Andressa Rodrigues (3161560),-,Excel para análise de circuitos elétricos - EaD,Excel para análise de circuitos elétricos - EaD,
2519,Inclusão escolar na Rede de Educação Profissional Tecnológica,Inclusão escolar na Rede de Educação Profissional Tecnológica,-,-,-,-,2024,2,05/08/2024,-,Sim,Não,SOR047,EaD,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/SOR (CEX),Andressa Rodrigues (3161560),-,Inclusão escolar na Rede de Educação Profissional Tecnológica,Inclusão escolar na Rede de Educação Profissional Tecnológica,
2520,Cuidadora de Idosos,Cuidadora de Idosos,-,-,-,-,2024,1,08/05/2024,-,Sim,Sim,SZN035,Presencial,FIC,-,Ambiente e Saúde,-,3,Não,Não,Sim,-,-,DRG/SZN (CEX),Raimundo Nonato Pereira da Silva (1176145),-,Cuidadora de Idosos,Cuidadora de Idosos,
2523,Arquiteto de Soluções em Nuvem - Huawei ICT Academy - (Modalidade Remota),Arquiteto de Soluções em Nuvem - Huawei ICT Academy - (Modalidade Remota),-,-,-,-,2024,1,23/04/2024,-,Sim,Não,BRA026,EaD,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/BRA (CEX),Joao Junior Marques de Lima (1897879),-,Arquiteto de Soluções em Nuvem - Huawei ICT Academy - (Modalidade Remota),Arquiteto de Soluções em Nuvem - Huawei ICT Academy - (Modalidade Remota),
2530,Inglês Caderno 3,Inglês Caderno 3,-,-,-,-,2024,2,05/08/2024,-,Sim,Sim,CTD061,EaD,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/CTD (CEX),Rosenir Martins Nunes Chaves (2319341),-,Inglês Caderno 3,Inglês Caderno 3,
2531,Espanhol Caderno 3,Espanhol Caderno 3,-,-,-,-,2024,2,06/08/2024,-,Sim,Sim,CTD062,EaD,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/CTD (CEX),Rosenir Martins Nunes Chaves (2319341),-,Espanhol Caderno 3,Espanhol Caderno 3,
2532,Espanhol Caderno 2,Espanhol Caderno 2,-,-,-,-,2024,2,06/08/2024,-,Sim,Não,CTD063,EaD,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/CTD (CEX),Rosenir Martins Nunes Chaves (2319341),-,Espanhol Caderno 2,Espanhol Caderno 2,
2533,Gestão de Empreendimentos Econômicos Solidários,Gestão de Empreendimentos Econômicos Solidários,-,-,-,-,2024,1,10/06/2024,-,Sim,Não,IST008,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/IST (CEX),Marcos da Cruz Alves Siqueira (2994799),-,Gestão de Empreendimentos Econômicos Solidários,Gestão de Empreendimentos Econômicos Solidários,
2534,LIBRAS - Básico (Modalidade Presencial),LIBRAS - Básico (Modalidade Presencial),-,-,-,-,2024,1,30/07/2024,-,Sim,Não,BRA027,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/BRA (CEX),Joao Junior Marques de Lima (1897879),-,LIBRAS - Básico (Modalidade Presencial),LIBRAS - Básico (Modalidade Presencial),
2535,Inglês - Básico I (Modalidade Presencial),Inglês - Básico I (Modalidade Presencial),-,-,-,-,2024,2,07/08/2024,-,Sim,Não,BRA028,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/BRA (CEX),Joao Junior Marques de Lima (1897879),-,Inglês - Básico I (Modalidade Presencial),Inglês - Básico I (Modalidade Presencial),
2536,Agente de Desenvolvimento Cooperativista Solidário,Agente de Desenvolvimento Cooperativista Solidário,-,-,-,-,2024,1,10/06/2024,-,Sim,Não,IST009,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/IST (CEX),Marcos da Cruz Alves Siqueira (2994799),-,Agente de Desenvolvimento Cooperativista Solidário,Agente de Desenvolvimento Cooperativista Solidário,
2537,Informática para adultos,Informática para adultos,-,-,-,-,2024,2,14/08/2024,-,Sim,Não,PEP025,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/PEP (CEX),Lucas Onofre (1222935),-,Informática para adultos,Informática para adultos,
2538,Projeto estrutural: Da concepção ao detalhamento,Projeto estrutural: Da concepção ao detalhamento,-,-,-,-,2024,2,12/09/2024,-,Sim,Não,PEP026,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/PEP (CEX),Lucas Onofre (1222935),-,Projeto estrutural: Da concepção ao detalhamento,Projeto estrutural: Da concepção ao detalhamento,
2539,Uso de tecnologia em sala de aula: planejamento e trabalho docente,Uso de tecnologia em sala de aula: planejamento e trabalho docente,-,-,-,-,2024,2,03/09/2024,-,Sim,Não,PEP027,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/PEP (CEX),Lucas Onofre (1222935),-,Uso de tecnologia em sala de aula: planejamento e trabalho docente,Uso de tecnologia em sala de aula: planejamento e trabalho docente,
2540,Inglês Básico - módulo II,Inglês Básico - módulo II,-,-,-,-,2024,2,05/08/2024,-,Sim,Não,CTD064,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/CTD (CEX),Rosenir Martins Nunes Chaves (2319341),-,Inglês Básico - módulo II,Inglês Básico - módulo II,
2541,Guitarra básica I,Guitarra básica I,-,-,-,-,2024,2,20/08/2024,-,Sim,Não,CJO078,Presencial,FIC,-,Produção Cultural e Design,-,3,Não,Não,Sim,-,-,DRG/CJO (CEX),Ana Claudia Luciano da Silva (1181312),-,Guitarra básica I,Guitarra básica I,
2542,Língua Inglesa - Módulo I/Básico,Língua Inglesa - Módulo I/Básico,-,-,-,-,2024,2,19/08/2024,-,Sim,Não,SLT037,Presencial,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/SLT (CEX),Ed Alencar Dias da Silva (1643606),-,Língua Inglesa - Módulo I/Básico,Língua Inglesa - Módulo I/Básico,
2543,PROJETO PROMOTORAS LEGAIS POPULARES,PROJETO PROMOTORAS LEGAIS POPULARES,-,-,-,-,2024,2,21/09/2024,-,Sim,Não,PRU004,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/PRU (CEX),Rosana Abbud Olivete (1959255),-,PROJETO PROMOTORAS LEGAIS POPULARES,PROJETO PROMOTORAS LEGAIS POPULARES,
2544,ENEM para todos – resolução de questões e revisão de conteúdo,ENEM para todos – resolução de questões e revisão de conteúdo,-,-,-,-,2024,2,24/08/2024,-,Sim,Não,CPV093,EaD,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/CPV (CEX),Gustavo Baptistella Leite da Silva (2105688),-,ENEM para todos – resolução de questões e revisão de conteúdo,ENEM para todos – resolução de questões e revisão de conteúdo,
2545,Agente de Desenvolvimento Cooperativista Solidário,Agente de Desenvolvimento Cooperativista Solidário,-,-,-,-,2024,2,13/08/2024,-,Sim,Sim,BRI033,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/BRI (CEX),Joao Paulo Crivellaro de Menezes (2168049),-,Agente de Desenvolvimento Cooperativista Solidário,Agente de Desenvolvimento Cooperativista Solidário,
2546,Inclusão Digital Móvel para Terceira Idade,Inclusão Digital Móvel para Terceira Idade,-,-,-,-,2024,2,20/08/2024,-,Sim,Sim,BRU010,Presencial,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/BRU (CEX),Tamyris Proenca Bonilha Garnica (2334784),-,Inclusão Digital Móvel para Terceira Idade,Inclusão Digital Móvel para Terceira Idade,
2547,Informática para concursos públicos,Informática para concursos públicos,-,-,-,-,2024,2,20/08/2024,-,Sim,Não,BRU011,Presencial,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/BRU (CEX),Tamyris Proenca Bonilha Garnica (2334784),-,Informática para concursos públicos,Informática para concursos públicos,
2549,Preparatório Enade: Engenharia de Computação,Preparatório Enade: Engenharia de Computação,-,-,-,-,2024,2,21/08/2024,-,Sim,Não,BRU012,EaD,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/BRU (CEX),Tamyris Proenca Bonilha Garnica (2334784),-,Preparatório Enade: Engenharia de Computação,Preparatório Enade: Engenharia de Computação,
2550,Descomplica: Matemática para o ENEM,Descomplica: Matemática para o ENEM,-,-,-,-,2024,2,20/08/2024,-,Sim,Não,BRU013,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Não,-,-,DRG/BRU (CEX),Tamyris Proenca Bonilha Garnica (2334784),-,Descomplica: Matemática para o ENEM,Descomplica: Matemática para o ENEM,
2551,Português para Falantes de Outras Línguas I,Português para Falantes de Outras Línguas I,-,-,-,-,2024,2,19/08/2024,-,Sim,Não,BRU014,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/BRU (CEX),Tamyris Proenca Bonilha Garnica (2334784),-,Português para Falantes de Outras Línguas I,Português para Falantes de Outras Línguas I,
2552,Português para Estrangeiros,Português para Estrangeiros,-,-,-,-,2024,2,21/08/2024,-,Sim,Sim,BRU015,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/BRU (CEX),Tamyris Proenca Bonilha Garnica (2334784),-,Português para Estrangeiros,Português para Estrangeiros,
2553,Empreendedorismo,Empreendedorismo,-,-,-,-,2024,2,24/08/2024,-,Sim,Não,CPV094,Presencial,FIC,-,Gestão e Negócios,-,3,Não,Não,Sim,-,-,DRG/CPV (CEX),-,-,Empreendedorismo,Empreendedorismo,
2554,Mitologia Grega,Mitologia Grega,-,-,-,-,2024,2,24/08/2024,-,Sim,Não,CPV095,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/CPV (CEX),Gustavo Baptistella Leite da Silva (2105688),-,Mitologia Grega,Mitologia Grega,
2555,Espanhol Avançado I,Espanhol Avançado I,-,-,-,-,2024,2,26/08/2024,-,Sim,Não,SPO053,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/SPO (CEX),Caio Cabral da Silva (2146617),-,Espanhol Avançado I,Espanhol Avançado I,
2558,Espanhol Intermediário I,Espanhol Intermediário I,-,-,-,-,2024,2,29/08/2024,-,Sim,Não,HTO048,Presencial,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/HTO (CEX),Gabriel Leopoldino dos Santos (2315075),-,Espanhol Intermediário I,Espanhol Intermediário I,
2559,Inglês III,Inglês III,-,-,-,-,2024,2,27/08/2024,-,Sim,Não,HTO049,Presencial,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/HTO (CEX),Graziela Rocha Reghini Ramos (2334996),-,Inglês III,Inglês III,
2560,Desenvolvimento de Sistemas em Delphi,Desenvolvimento de Sistemas em Delphi,-,-,-,-,2024,2,15/08/2024,-,Sim,Não,AVR094,Presencial,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/AVR (CEX),Elaine Aparecida Campideli Hoyos (2168045),-,Desenvolvimento de Sistemas em Delphi,Desenvolvimento de Sistemas em Delphi,
2561,Introdução à Lógica de Programação,Introdução à Lógica de Programação,-,-,-,-,2024,2,04/09/2024,-,Sim,Não,CTD065,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/CTD (CEX),Rosenir Martins Nunes Chaves (2319341),-,Introdução à Lógica de Programação,Introdução à Lógica de Programação,
2562,Noções Básicas de Instalação de Energia Solar Fotovoltaica,Noções Básicas de Instalação de Energia Solar Fotovoltaica,-,-,-,-,2024,2,06/08/2024,-,Sim,Não,GRU062,EaD,FIC,-,Infraestrutura,-,3,Não,Não,Sim,-,-,DRG/GRU (CEX),Joao Alves Pacheco (2274487),-,Noções Básicas de Instalação de Energia Solar Fotovoltaica,Noções Básicas de Instalação de Energia Solar Fotovoltaica,
2563,Lógica de Programação utilizando Jogos Computacionais - Módulo 1,Lógica de Programação utilizando Jogos Computacionais - Módulo 1,-,-,-,-,2024,2,14/08/2024,-,Sim,Não,PEP028,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/PEP (CEX),Lucas Onofre (1222935),-,Lógica de Programação utilizando Jogos Computacionais - Módulo 1,Lógica de Programação utilizando Jogos Computacionais - Módulo 1,
2564,Libras básico,Libras básico,-,-,-,-,2024,2,21/08/2024,-,Sim,Não,CJO079,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/CJO (CEX),Ana Claudia Luciano da Silva (1181312),-,Libras básico,Libras básico,
2565,Matemática para Concursos Públicos,Matemática para Concursos Públicos,-,-,-,-,2024,1,29/07/2024,-,Sim,Não,ITP036,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/ITP (CEX),Vicente Pereira de Barros (1659369),-,Matemática para Concursos Públicos,Matemática para Concursos Públicos,
2566,Inteligência Artificial Generativa: Transformando Práticas Pedagógicas,Inteligência Artificial Generativa: Transformando Práticas Pedagógicas,-,-,-,-,2024,2,27/08/2024,-,Sim,Não,CBT011,EaD,FIC,-,Educação,-,3,Não,Não,Sim,-,-,DRG/CBT (CEX),Gisela de Barros Alves Moura (1673031),-,Cadastro do Curso Inteligência Artificial Generativa: Transformando Práticas Pedagógicas,Cadastro do Curso Inteligência Artificial Generativa: Transformando Práticas Pedagógicas,
2567,Introdução ao mundo da fotografia,Introdução ao mundo da fotografia,-,-,-,-,2024,2,21/08/2024,-,Sim,Não,BRT050,Presencial,FIC,-,Produção Cultural e Design,-,3,Não,Não,Sim,-,-,DRG/BRT (CEX),Ana Laura da Silva Castro (1885344),-,Introdução ao mundo da fotografia,Introdução ao mundo da fotografia,
2568,Gestão de Empreendimentos Econômicos Solidários,Gestão de Empreendimentos Econômicos Solidários,-,-,-,-,2024,2,20/08/2024,-,Sim,Sim,BRI034,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/BRI (CEX),Joao Paulo Crivellaro de Menezes (2168049),-,Gestão de Empreendimentos Econômicos Solidários,Gestão de Empreendimentos Econômicos Solidários,
2569,Introdução à planilha eletrônica de dados,Introdução à planilha eletrônica de dados,-,-,-,-,2024,2,26/08/2024,-,Sim,Não,SJP101,Presencial,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/SJP (CEX),Luana Cunha Palma (1069230),-,Introdução à planilha eletrônica de dados,Introdução à planilha eletrônica de dados,
2570,Programação para Arduíno,Programação para Arduíno,-,-,-,-,2024,2,21/08/2024,-,Sim,Não,SJP102,Presencial,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/SJP (CEX),Luana Cunha Palma (1069230),-,Programação para Arduíno,Programação para Arduíno,
2571,Negócios de Impacto Social e Ambiental - Conceitos e Práticas,Negócios de Impacto Social e Ambiental - Conceitos e Práticas,-,-,-,-,2024,2,20/08/2024,-,Sim,Não,SJP103,EaD,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/SJP (CEX),Luana Cunha Palma (1069230),-,Negócios de Impacto Social e Ambiental - Conceitos e Práticas,Negócios de Impacto Social e Ambiental - Conceitos e Práticas,
2572,Técnica de Negociação e Vendas,Técnica de Negociação e Vendas,-,-,-,-,2024,2,30/08/2024,-,Sim,Não,SJP104,Presencial,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/SJP (CEX),Luana Cunha Palma (1069230),-,Técnica de Negociação e Vendas,Técnica de Negociação e Vendas,
2573,Elaboração de Projeto de Pesquisa,Elaboração de Projeto de Pesquisa,-,-,-,-,2024,2,21/08/2024,-,Sim,Não,SJP105,EaD,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/SJP (CEX),Luana Cunha Palma (1069230),-,Elaboração de Projeto de Pesquisa,Elaboração de Projeto de Pesquisa,
2574,Tópicos de matemática básica dos Ensinos Fundamental e Médio,Tópicos de matemática básica dos Ensinos Fundamental e Médio,-,-,-,-,2024,2,29/08/2024,-,Sim,Não,SJP106,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/SJP (CEX),Luana Cunha Palma (1069230),-,Tópicos de matemática básica dos Ensinos Fundamental e Médio,Tópicos de matemática básica dos Ensinos Fundamental e Médio,
2575,Introdução à Libras,Introdução à Libras,-,-,-,-,2024,2,26/08/2024,-,Sim,Não,SJP107,EaD,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/SJP (CEX),Luana Cunha Palma (1069230),-,Introdução à Libras,Introdução à Libras,
2576,Criando Documentos com Normas ABNT no Microsoft Word,Criando Documentos com Normas ABNT no Microsoft Word,-,-,-,-,2024,2,26/08/2024,-,Sim,Não,SJP108,EaD,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/SJP (CEX),Luana Cunha Palma (1069230),-,Criando Documentos com Normas ABNT no Microsoft Word,Criando Documentos com Normas ABNT no Microsoft Word,
2577,Ludicidade: a linguagem da infância,Ludicidade: a linguagem da infância,-,-,-,-,2024,2,20/08/2024,-,Sim,Sim,SJP109,EaD,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/SJP (CEX),Luana Cunha Palma (1069230),-,Ludicidade: a linguagem da infância,Ludicidade: a linguagem da infância,
2578,Alfaletrar: uma possibilidade para o trabalho com a alfabetização e o letramento,Alfaletrar: uma possibilidade para o trabalho com a alfabetização e o letramento,-,-,-,-,2024,2,20/08/2024,-,Sim,Sim,SJP110,EaD,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/SJP (CEX),Luana Cunha Palma (1069230),-,Alfaletrar: uma possibilidade para o trabalho com a alfabetização e o letramento,Alfaletrar: uma possibilidade para o trabalho com a alfabetização e o letramento,
2579,e-TEC Português para hispanofalantes - Módulo 2 - PLA em Rede,e-TEC Português para hispanofalantes - Módulo 2 - PLA em Rede,-,-,-,-,2024,2,02/09/2024,-,Sim,Sim,SPO054,EaD,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/SPO (CEX),Flavio Biasutti Valadares (2314636),Portaria 4089/02.08.2024,e-TEC Português para hispanofalantes - Módulo 2 - PLA em Rede,e-TEC Português para hispanofalantes - Módulo 2 - PLA em Rede,
2580,Inglês Básico 1,Inglês Básico 1,-,-,-,-,2024,2,02/09/2024,-,Sim,Não,SJP111,Presencial,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/SJP (CEX),Luana Cunha Palma (1069230),-,Inglês Básico 1,Inglês Básico 1,
2581,Organização de Eventos - Nível Básico,Organização de Eventos - Nível Básico,-,-,-,-,2024,2,03/09/2024,-,Sim,Sim,SJP112,Presencial,FIC,-,"Turismo, Hospitalidade e Lazer",-,3,Não,Não,Sim,-,-,DRG/SJP (CEX),Luana Cunha Palma (1069230),-,Organização de Eventos - Nível Básico,Organização de Eventos - Nível Básico,
2582,e-TEC Português como Língua Adicional – PLA em Rede - Módulo 1,e-TEC Português como Língua Adicional – PLA em Rede - Módulo 1,-,-,-,-,2024,2,02/09/2024,-,Sim,Sim,SPO055,EaD,FIC,-,Desenvolvimento Educacional e Social,-,3,Não,Não,Sim,-,-,DRG/SPO (CEX),Flavio Biasutti Valadares (2314636),Portaria 4089/02.08.2024,e-TEC Português como Língua Adicional – PLA em Rede - Módulo 1,e-TEC Português como Língua Adicional – PLA em Rede - Módulo 1,
2583,CONTROLADOR LÓGICO PROGRAMÁVEL - BÁSICO,CONTROLADOR LÓGICO PROGRAMÁVEL - BÁSICO,-,-,-,-,2024,2,09/09/2024,-,Sim,Não,TUP021,Presencial,FIC,-,Informação e Comunicação,-,3,Não,Não,Sim,-,-,DRG/TUP (CEX),Bruno Borges (2426976),-,CONTROLADOR LÓGICO PROGRAMÁVEL - BÁSICO,CONTROLADOR LÓGICO PROGRAMÁVEL - BÁSICO,
